respondent_id,Q1_age,Q2_region,Q3_education,Q4_occupation,Q5_income,Q7_monthly_investment,Q9_time_horizon,Q11_dropout,Q12_loss_reaction,Q13_loss_aversion,Q14_autonomy,Q15_influence,Q19_tax_importance,Q20_app_comfort,Q21_data_sharing,Q23_wtp,Q23_wtp_numeric,Q20_pct_invest,Q24_nps,Q25_adoption_5class,Q25_adoption_3class,Q25_adoption_score,Q9_risk_appetite,goal_retirement,goal_child_edu,goal_home,goal_emergency,goal_tax_saving,goal_wealth,goal_travel,goal_business,goal_debt,inv_fd,inv_mf,inv_equity,inv_ppf_epf,inv_nps,inv_gold,inv_realestate,inv_insurance,inv_crypto,inv_none,plat_zerodha,plat_groww,plat_etmoney,plat_paytmmoney,plat_bankapp,plat_indmoney,plat_kuvera,plat_excel,plat_advisor,plat_none,pain_no_start,pain_confusing,pain_no_time,pain_fear_loss,pain_high_min,pain_no_advice,pain_tax,pain_bad_app,pain_no_trust,switch_better_reco,switch_lower_fees,switch_simpler_ux,switch_more_products,switch_human_advisor,switch_security,switch_loyal,switch_no_platform,feat_goal_planning,feat_ai_reco,feat_tax_tool,feat_one_platform,feat_sip_auto,feat_networth,feat_rebalance,feat_baskets,feat_education,feat_human_advisor,feat_family,feat_insurance,trust_sebi,trust_security,trust_brand,trust_reviews,trust_fees,trust_trial,trust_media
R0422,45-54,Metro,Professional,Salaried-Govt,6-12L,1K-5K,15+yr,Too complicated,Check advisor,Lean B,Guided,Spouse/Partner,4,3,Yes-if-regulated,<499,4,<5%,10,Likely to use,Likely,25.46,Moderate,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
R0423,18-24,Tier-3,Postgraduate,Salaried-Private,3-6L,1K-5K,15+yr,Too complicated,Sell everything,Lean A,Guided,Myself,2,5,Yes-fully,<99,2,10-20%,10,Likely to use,Likely,25.2,Conservative,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
R0424,25-34,Tier-2,Postgraduate,Salaried-Private,<3L,Nothing,3-7yr,No trust,Buy more,Definitely B,Full delegation,Bank Manager,5,5,Yes-if-regulated,Maybe,1,>30%,10,Definitely will not use,Unlikely,17.89,Aggressive,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
R0425,18-24,Metro,Graduate,Salaried-Govt,<3L,1K-5K,1-3yr,Use it still,Buy more,Lean B,Guided,Friends/Colleagues,4,4,Yes-if-regulated,<99,2,5-10%,10,Definitely will not use,Unlikely,17.35,Aggressive,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
R0426,35-44,Rural,Graduate,Salaried-Private,6-12L,5K-15K,3-7yr,Too complicated,Buy more,Definitely B,Guided,Parents,4,3,Yes-if-regulated,<499,4,20-30%,7,Unlikely to use,Unlikely,19.82,Aggressive,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
R0427,25-34,Metro,Graduate,Homemaker,3-6L,<1K,7-15yr,Too complicated,Hold,Lean B,Follow trusted people,Parents,3,4,Yes-fully,<499,4,10-20%,9,Definitely will not use,Unlikely,18.03,Moderate,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
R0428,45-54,Rural,Up to 12th,Freelancer,>50L,>50K,7-15yr,Too complicated,Sell everything,Lean A,Guided,Parents,4,1,No-privacy,>499,5,20-30%,8,Definitely will not use,Unlikely,14.1,Very Conservative,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
R0429,25-34,Metro,Graduate,Salaried-Private,6-12L,<1K,7-15yr,Too complicated,Buy more,No preference,Follow trusted people,Finfluencer,5,4,No-privacy,<499,4,5-10%,10,Neutral,Neutral,21.68,Moderate,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
R0430,18-24,Tier-3,Professional,Self-employed,3-6L,5K-15K,15+yr,Use it still,Hold,Lean A,Guided,Financial Advisor,2,4,Yes-if-regulated,<499,4,5-10%,10,Neutral,Neutral,22.22,Moderate,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
R0431,18-24,Tier-2,Postgraduate,Freelancer,3-6L,Nothing,<1yr,Never tried,Hold,Lean A,DIY,Myself,3,5,Yes-if-regulated,<499,4,10-20%,10,Definitely will use,Likely,26.49,Moderate,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
R0432,35-44,Tier-3,Postgraduate,Homemaker,12-25L,<1K,15+yr,No trust,Sell everything,No preference,Follow trusted people,Parents,3,4,Yes-if-regulated,<299,3,20-30%,10,Unlikely to use,Unlikely,19.85,Very Conservative,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
R0433,35-44,Rural,Postgraduate,Student,3-6L,1K-5K,3-7yr,No value,Buy more,No preference,Guided,Myself,3,4,Yes-fully,<299,3,5-10%,10,Neutral,Neutral,22.58,Aggressive,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
R0434,18-24,Metro,Professional,Self-employed,25-50L,15K-50K,3-7yr,Use it still,Hold,Definitely A,Guided,Parents,3,5,Yes-fully,>499,5,20-30%,10,Definitely will use,Likely,29.84,Conservative,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
R0435,18-24,Rural,Up to 12th,Freelancer,12-25L,15K-50K,7-15yr,No trust,Check advisor,No preference,Guided,Parents,5,4,Basic only,<299,3,20-30%,10,Unlikely to use,Unlikely,18.7,Aggressive,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
R0436,35-44,Tier-2,Graduate,Self-employed,6-12L,1K-5K,15+yr,Too complicated,Check advisor,Lean B,Follow trusted people,Friends/Colleagues,5,3,Yes-fully,Maybe,1,10-20%,8,Unlikely to use,Unlikely,18.66,Very Aggressive,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0
R0437,18-24,Tier-2,Graduate,Self-employed,3-6L,<1K,7-15yr,Bad support,Hold,Lean A,Family decides,Finfluencer,3,5,Yes-if-regulated,>499,5,<5%,10,Likely to use,Likely,25.28,Conservative,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
R0438,45-54,Metro,Postgraduate,Salaried-Private,3-6L,1K-5K,7-15yr,Too complicated,Sell some,Lean A,Full delegation,Financial Advisor,5,3,No-privacy,Maybe,1,5-10%,7,Unlikely to use,Unlikely,19.64,Conservative,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
R0439,35-44,Tier-2,Doctorate,Salaried-Private,12-25L,5K-15K,7-15yr,Use it still,Hold,Definitely B,DIY,Myself,4,4,Basic only,<499,4,10-20%,10,Neutral,Neutral,20.91,Aggressive,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
R0440,18-24,Metro,Graduate,Self-employed,3-6L,<1K,1-3yr,No value,Hold,Lean A,DIY,Spouse/Partner,2,5,Yes-fully,<499,4,<5%,10,Definitely will use,Likely,26.0,Aggressive,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
R0441,18-24,Tier-2,Professional,Salaried-Private,6-12L,5K-15K,7-15yr,No value,Sell everything,Definitely A,Full delegation,Bank Manager,4,5,Yes-fully,<299,3,5-10%,9,Definitely will use,Likely,29.54,Very Conservative,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
R0442,55+,Tier-2,Professional,Salaried-Private,6-12L,5K-15K,3-7yr,Use it still,Check advisor,Lean A,Guided,Friends/Colleagues,4,2,No-privacy,>499,5,5-10%,7,Unlikely to use,Unlikely,20.5,Very Conservative,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
R0443,25-34,Tier-3,Graduate,Freelancer,12-25L,15K-50K,7-15yr,No value,Hold,Definitely A,Full delegation,Financial Advisor,4,3,Yes-if-regulated,>499,5,5-10%,10,Unlikely to use,Unlikely,20.42,Conservative,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
R0444,25-34,Tier-3,Graduate,Salaried-Private,6-12L,15K-50K,7-15yr,Never tried,Hold,Definitely B,Guided,Friends/Colleagues,3,4,Basic only,<299,3,5-10%,10,Neutral,Neutral,22.16,Aggressive,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
R0445,45-54,Tier-2,Graduate,Self-employed,6-12L,1K-5K,7-15yr,No trust,Check advisor,Lean A,Full delegation,Bank Manager,5,3,Basic only,<299,3,5-10%,10,Definitely will not use,Unlikely,16.37,Very Conservative,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
R0446,55+,Metro,Doctorate,Self-employed,25-50L,15K-50K,3-7yr,Too complicated,Hold,Lean A,DIY,Friends/Colleagues,4,3,Yes-fully,<499,4,5-10%,7,Neutral,Neutral,22.8,Conservative,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
R0447,55+,Metro,Graduate,Retired,6-12L,1K-5K,1-3yr,Use it still,Check advisor,Definitely A,Follow trusted people,Parents,5,1,Yes-if-regulated,<499,4,10-20%,4,Definitely will not use,Unlikely,17.66,Conservative,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
R0448,35-44,Metro,Professional,Salaried-Govt,25-50L,15K-50K,15+yr,No trust,Hold,Lean B,Follow trusted people,Finfluencer,3,4,Yes-fully,>499,5,>30%,10,Neutral,Neutral,20.94,Moderate,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
R0449,25-34,Metro,Graduate,Salaried-Private,3-6L,<1K,15+yr,Use it still,Hold,Lean B,Guided,Parents,5,5,Yes-fully,<299,3,5-10%,10,Definitely will use,Likely,27.4,Aggressive,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
R0450,18-24,Metro,Postgraduate,Self-employed,12-25L,>50K,1-3yr,Use it still,Buy more,Lean B,Full delegation,Bank Manager,4,5,Yes-fully,>499,5,10-20%,10,Definitely will use,Likely,30.16,Aggressive,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1
R0451,35-44,Metro,Graduate,Student,12-25L,15K-50K,7-15yr,Too complicated,Sell everything,Lean A,Full delegation,Bank Manager,4,3,Yes-if-regulated,>499,5,20-30%,10,Definitely will not use,Unlikely,15.71,Very Conservative,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
R0452,35-44,Rural,Postgraduate,Retired,6-12L,15K-50K,3-7yr,No trust,Buy more,Definitely B,Follow trusted people,Friends/Colleagues,5,3,Yes-if-regulated,<299,3,5-10%,10,Definitely will not use,Unlikely,16.43,Very Aggressive,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
R0453,25-34,Tier-2,Professional,Salaried-Govt,25-50L,15K-50K,1-3yr,Use it still,Sell everything,Lean A,Follow trusted people,Friends/Colleagues,4,4,Yes-if-regulated,<299,3,>30%,9,Definitely will not use,Unlikely,18.13,Aggressive,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
R0454,45-54,Metro,Professional,Salaried-Private,12-25L,15K-50K,7-15yr,Too complicated,Check advisor,Lean A,Guided,Myself,4,3,No-privacy,<99,2,10-20%,9,Definitely will not use,Unlikely,17.7,Aggressive,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
R0455,18-24,Tier-2,Professional,Homemaker,>50L,>50K,15+yr,No trust,Hold,Lean A,Full delegation,Friends/Colleagues,5,5,Basic only,<499,4,>30%,10,Neutral,Neutral,22.06,Aggressive,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
R0456,25-34,Metro,Up to 12th,Salaried-Private,<3L,<1K,<1yr,No trust,Hold,Lean B,Follow trusted people,Friends/Colleagues,3,4,Yes-if-regulated,Maybe,1,5-10%,10,Definitely will not use,Unlikely,17.79,Moderate,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
R0457,18-24,Tier-2,Postgraduate,Self-employed,12-25L,1K-5K,7-15yr,Too complicated,Check advisor,Lean A,DIY,Myself,1,5,Yes-if-regulated,<499,4,5-10%,10,Definitely will use,Likely,26.13,Aggressive,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
R0458,25-34,Tier-2,Graduate,Salaried-Govt,6-12L,1K-5K,7-15yr,Bad support,Buy more,No preference,DIY,Friends/Colleagues,5,4,Yes-if-regulated,>499,5,10-20%,10,Neutral,Neutral,21.04,Moderate,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
R0459,18-24,Tier-2,Graduate,Salaried-Private,25-50L,<1K,7-15yr,Use it still,Hold,No preference,Guided,Spouse/Partner,3,4,Yes-if-regulated,<99,2,>30%,10,Likely to use,Likely,24.96,Conservative,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
R0460,18-24,Tier-2,Postgraduate,Salaried-Private,6-12L,1K-5K,7-15yr,No value,Hold,No preference,Follow trusted people,Friends/Colleagues,4,4,Yes-if-regulated,<99,2,10-20%,10,Unlikely to use,Unlikely,18.4,Conservative,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
R0461,18-24,Rural,Graduate,Salaried-Private,25-50L,15K-50K,7-15yr,Too complicated,Buy more,Lean B,Guided,Finfluencer,5,3,Basic only,<499,4,>30%,7,Unlikely to use,Unlikely,18.93,Very Aggressive,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
R0462,35-44,Tier-3,Postgraduate,Freelancer,>50L,15K-50K,7-15yr,No trust,Hold,Lean B,Guided,Friends/Colleagues,3,4,Yes-if-regulated,<299,3,10-20%,10,Unlikely to use,Unlikely,18.26,Aggressive,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
R0463,35-44,Tier-2,Doctorate,Homemaker,6-12L,15K-50K,15+yr,Never tried,Sell some,Definitely B,Full delegation,Financial Advisor,5,4,Yes-if-regulated,>499,5,5-10%,10,Likely to use,Likely,24.8,Aggressive,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
R0464,35-44,Tier-2,Graduate,Salaried-Private,25-50L,>50K,3-7yr,Use it still,Sell some,Definitely A,DIY,Spouse/Partner,3,2,Yes-if-regulated,>499,5,20-30%,6,Unlikely to use,Unlikely,20.31,Aggressive,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
R0465,55+,Tier-2,Postgraduate,Student,>50L,5K-15K,1-3yr,Never tried,Buy more,Definitely B,Family decides,Parents,3,3,Yes-if-regulated,<299,3,>30%,7,Definitely will not use,Unlikely,16.02,Very Aggressive,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
R0466,25-34,Metro,Graduate,Salaried-Private,3-6L,<1K,3-7yr,Too complicated,Hold,No preference,Guided,Finfluencer,4,5,Yes-fully,<499,4,<5%,10,Definitely will use,Likely,29.78,Moderate,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
R0467,25-34,Tier-2,Graduate,Self-employed,6-12L,1K-5K,7-15yr,Use it still,Sell everything,Definitely A,Family decides,Parents,4,4,Basic only,Maybe,1,5-10%,9,Definitely will not use,Unlikely,14.72,Conservative,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
R0468,45-54,Metro,Graduate,Salaried-Private,12-25L,5K-15K,1-3yr,Too complicated,Hold,Lean A,Follow trusted people,Spouse/Partner,5,3,Yes-if-regulated,<499,4,5-10%,10,Likely to use,Likely,24.37,Moderate,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
R0469,25-34,Tier-2,Professional,Homemaker,6-12L,5K-15K,1-3yr,Too complicated,Buy more,Lean B,Guided,Finfluencer,3,5,Yes-fully,<299,3,<5%,10,Definitely will use,Likely,26.33,Moderate,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
R0470,55+,Tier-2,Professional,Freelancer,<3L,<1K,7-15yr,No trust,Sell some,Lean A,DIY,Spouse/Partner,5,2,No-privacy,Maybe,1,<5%,5,Definitely will not use,Unlikely,9.71,Conservative,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
R0471,18-24,Metro,Professional,Self-employed,6-12L,1K-5K,7-15yr,Use it still,Hold,Definitely A,DIY,Myself,4,5,Yes-fully,<499,4,20-30%,10,Definitely will use,Likely,30.31,Aggressive,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
R0472,55+,Rural,Doctorate,Student,6-12L,5K-15K,7-15yr,Use it still,Sell some,Lean B,Guided,Financial Advisor,4,2,Basic only,<499,4,10-20%,9,Likely to use,Likely,24.59,Very Conservative,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
R0473,18-24,Rural,Graduate,Self-employed,3-6L,1K-5K,1-3yr,No trust,Sell some,Lean A,Full delegation,Finfluencer,1,4,No-privacy,<99,2,<5%,9,Definitely will not use,Unlikely,16.92,Very Conservative,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0
R0474,45-54,Tier-3,Graduate,Retired,6-12L,<1K,3-7yr,Use it still,Hold,No preference,Full delegation,Financial Advisor,5,1,Yes-if-regulated,<99,2,10-20%,9,Definitely will not use,Unlikely,17.28,Moderate,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
R0475,25-34,Tier-2,Postgraduate,Freelancer,25-50L,15K-50K,3-7yr,Bad support,Hold,Lean B,Follow trusted people,Parents,3,5,Yes-if-regulated,<499,4,5-10%,10,Definitely will use,Likely,25.86,Moderate,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
